school,degree_category,program_category,year,count
"University at Buffalo, State University of New York",Doctorate,Biostatistics,2004,0
University of Alabama,Master,Statistics,2004,0
University of Alabama,Doctorate,Statistics,2004,0
University of Alabama at Birmingham,Master,Biostatistics,2004,0
University of Arizona,Master,Statistics,2004,0
University of Arizona,Master,Biostatistics,2004,0
University of Arizona,Doctorate,Statistics,2004,0
University of Arizona,Doctorate,Biostatistics,2004,0
"University of California, Davis",Doctorate,Biostatistics,2004,0
"University of California, Irvine",Master,Statistics,2004,0
"University of California, Irvine",Doctorate,Statistics,2004,0
University of Central Oklahoma,Master,Statistics,2004,0
University of Cincinnati,Master,Statistics,2004,0
University of Cincinnati,Master,Biostatistics,2004,0
University of Cincinnati,Doctorate,Statistics,2004,0
University of Cincinnati,Doctorate,Biostatistics,2004,0
University of Colorado Denver,Master,Biostatistics,2004,0
University of Colorado Denver,Doctorate,Biostatistics,2004,0
University of Denver,Master,Statistics,2004,0
University of Florida,Master,Biostatistics,2004,0
University of Florida,Doctorate,Biostatistics,2004,0
University of Georgia,Master,Biostatistics,2004,0
University of Hawaii at Manoa,Doctorate,Biostatistics,2004,0
University of Kansas,Master,Biostatistics,2004,0
University of Kansas,Doctorate,Biostatistics,2004,0
University of Louisville,Doctorate,Biostatistics,2004,0
University of Maine,Master,Statistics,2004,0
University of Maryland,Doctorate,Statistics,2004,0
"University of Maryland, Baltimore County",Doctorate,Statistics,2004,0
University of Massachusetts Amherst,Master,Biostatistics,2004,0
University of Massachusetts Amherst,Doctorate,Biostatistics,2004,0
University of Miami,Master,Biostatistics,2004,0
University of Mississippi Medical Center,Doctorate,Biostatistics,2004,0
University of Missouri-Kansas City,Master,Biostatistics,2004,0
University of Nebraska-Lincoln,Doctorate,Statistics,2004,0
University of New Hampshire,Doctorate,Statistics,2004,0
University of North Texas Health Science Center,Master,Biostatistics,2004,0
University of Oklahoma,Master,Biostatistics,2004,0
University of Pennsylvania,Master,Biostatistics,2004,0
University of Rochester,Master,Biostatistics,2004,0
University of Rochester,Doctorate,Statistics,2004,0
University of South Carolina,Doctorate,Biostatistics,2004,0
University of Southern California,Doctorate,Biostatistics,2004,0
University of South Florida,Master,Statistics,2004,0
University of Texas at San Antonio,Doctorate,Statistics,2004,0
University of Texas Southwestern Medical Center,Master,Biostatistics,2004,0
University of the Incarnate Word,Master,Statistics,2004,0
University of Toledo,Master,Biostatistics,2004,0
University of Utah,Master,Statistics,2004,0
University of Wyoming,Doctorate,Statistics,2004,0
Washington University in St. Louis,Master,Statistics,2004,0
Washington University in St. Louis,Master,Biostatistics,2004,0
West Chester University,Master,Statistics,2004,0
Yale University,Master,Biostatistics,2004,0
Columbia University,Master,Statistics,2005,69
Ohio State University,Master,Statistics,2005,51
Rutgers University,Master,Statistics,2005,51
University of Michigan,Master,Statistics,2005,41
Iowa State University,Master,Statistics,2005,40
University of Iowa,Master,Statistics,2005,35
Harvard University,Master,Statistics,2005,33
North Carolina State University,Master,Statistics,2005,33
Cornell University,Master,Statistics,2005,32
Stanford University,Master,Statistics,2005,32
University of Georgia,Master,Statistics,2005,29
University of Michigan,Master,Biostatistics,2005,28
University of Wisconsin-Madison,Master,Statistics,2005,26
University of Illinois at Urbana-Champaign,Master,Statistics,2005,24
Columbia University,Master,Biostatistics,2005,23
Purdue University,Master,Statistics,2005,23
Pennsylvania State University,Master,Statistics,2005,22
"California State University, East Bay",Master,Statistics,2005,21
Rochester Institute of Technology,Master,Statistics,2005,21
University of Central Florida,Master,Statistics,2005,21
University of Kentucky,Master,Statistics,2005,21
Villanova University,Master,Statistics,2005,21
Boston University,Master,Biostatistics,2005,20
Michigan State University,Master,Statistics,2005,20
Louisiana State University,Master,Statistics,2005,19
University of Minnesota,Master,Biostatistics,2005,19
Texas A&M University,Doctorate,Statistics,2005,18
Harvard University,Doctorate,Biostatistics,2005,17
San Diego State University,Master,Statistics,2005,17
Virginia Tech,Master,Statistics,2005,17
West Virginia University,Master,Statistics,2005,17
George Mason University,Master,Statistics,2005,16
"University of California, Berkeley",Master,Statistics,2005,16
University of Akron,Master,Statistics,2005,15
University of Chicago,Master,Statistics,2005,15
University of North Carolina at Chapel Hill,Master,Biostatistics,2005,15
Rice University,Master,Statistics,2005,14
Stanford University,Doctorate,Statistics,2005,14
"University of California, Los Angeles",Master,Biostatistics,2005,14
University of Iowa,Master,Biostatistics,2005,14
University of Nebraska-Lincoln,Master,Statistics,2005,14
University of Southern California,Master,Biostatistics,2005,14
University of Wisconsin-Madison,Doctorate,Statistics,2005,14
University of Florida,Master,Statistics,2005,13
Carnegie Mellon University,Master,Statistics,2005,12
Kansas State University,Master,Statistics,2005,12
North Carolina State University,Doctorate,Statistics,2005,12
Purdue University,Doctorate,Statistics,2005,12
University of Delaware,Master,Statistics,2005,12
Colorado State University,Master,Statistics,2005,11
University of Minnesota,Master,Statistics,2005,11
University of Missouri,Master,Statistics,2005,11
University of North Carolina at Chapel Hill,Doctorate,Biostatistics,2005,11
University of Pittsburgh,Master,Biostatistics,2005,11
University of South Carolina,Master,Statistics,2005,11
University of Texas at Austin,Master,Statistics,2005,11
University of Washington,Master,Biostatistics,2005,11
Arizona State University,Master,Statistics,2005,10
"University of California, Davis",Doctorate,Statistics,2005,10
"University of California, Santa Barbara",Master,Statistics,2005,10
University of Tennessee Knoxville,Master,Statistics,2005,10
Washington State University,Master,Statistics,2005,10
DePaul University,Master,Statistics,2005,9
Northern Illinois University,Master,Statistics,2005,9
Oregon State University,Master,Statistics,2005,9
Texas A&M University,Master,Statistics,2005,9
University of Alabama,Master,Statistics,2005,9
"University of California, Los Angeles",Master,Statistics,2005,9
University of Texas Health Science Center at Houston,Doctorate,Biostatistics,2005,9
Virginia Commonwealth University,Master,Biostatistics,2005,9
Yale University,Master,Statistics,2005,9
Bowling Green State University,Master,Statistics,2005,8
Mississippi State University,Master,Statistics,2005,8
New Jersey Institute of Technology,Master,Statistics,2005,8
Pennsylvania State University,Doctorate,Statistics,2005,8
"University of California, Berkeley",Doctorate,Statistics,2005,8
University of Connecticut,Master,Statistics,2005,8
University of New Mexico,Master,Statistics,2005,8
University of Texas Health Science Center at Houston,Master,Biostatistics,2005,8
University of Wyoming,Master,Statistics,2005,8
New York Medical College,Master,Biostatistics,2005,7
Southern Methodist University,Doctorate,Statistics,2005,7
Texas Tech University,Master,Statistics,2005,7
"University at Albany, State University of New York",Master,Statistics,2005,7
"University of California, Berkeley",Master,Biostatistics,2005,7
"University of California, Riverside",Master,Statistics,2005,7
University of Minnesota,Doctorate,Statistics,2005,7
University of Texas at San Antonio,Master,Statistics,2005,7
University of Washington,Doctorate,Biostatistics,2005,7
Virginia Tech,Doctorate,Statistics,2005,7
Wayne State University,Master,Statistics,2005,7
Baylor University,Master,Statistics,2005,6
Brigham Young University,Master,Statistics,2005,6
Columbia University,Doctorate,Statistics,2005,6
Columbia University,Doctorate,Biostatistics,2005,6
Emory University,Master,Biostatistics,2005,6
George Washington University,Master,Statistics,2005,6
Lehigh University,Master,Statistics,2005,6
Rutgers University,Doctorate,Statistics,2005,6
Syracuse University,Master,Statistics,2005,6
Tulane University,Doctorate,Biostatistics,2005,6
University of Arkansas,Master,Statistics,2005,6
University of Georgia,Doctorate,Statistics,2005,6
University of Kentucky,Doctorate,Statistics,2005,6
University of Michigan,Doctorate,Biostatistics,2005,6
University of Texas at Dallas,Master,Statistics,2005,6
University of Washington,Master,Statistics,2005,6
Utah State University,Master,Statistics,2005,6
Eastern Michigan University,Master,Statistics,2005,5
Georgia Institute of Technology,Master,Statistics,2005,5
Iowa State University,Doctorate,Statistics,2005,5
Miami University,Master,Statistics,2005,5
Rice University,Doctorate,Statistics,2005,5
Tulane University,Master,Biostatistics,2005,5
"University of California, Los Angeles",Doctorate,Biostatistics,2005,5
"University of California, Riverside",Doctorate,Statistics,2005,5
University of Connecticut,Doctorate,Statistics,2005,5
University of Florida,Doctorate,Statistics,2005,5
University of Idaho,Master,Statistics,2005,5
University of Maryland,Doctorate,Statistics,2005,5
"University of Maryland, Baltimore County",Doctorate,Statistics,2005,5
University of Missouri,Doctorate,Statistics,2005,5
University of Pittsburgh,Doctorate,Statistics,2005,5
Western Michigan University,Master,Statistics,2005,5
Cornell University,Doctorate,Statistics,2005,4
Duke University,Master,Statistics,2005,4
George Washington University,Master,Biostatistics,2005,4
Harvard University,Master,Biostatistics,2005,4
Loma Linda University,Master,Biostatistics,2005,4
North Dakota State University,Master,Statistics,2005,4
Oakland University,Master,Statistics,2005,4
University of Alabama,Doctorate,Statistics,2005,4
University of Chicago,Doctorate,Statistics,2005,4
University of Houston,Master,Statistics,2005,4
"University of Maryland, Baltimore County",Master,Statistics,2005,4
University of Oklahoma,Master,Biostatistics,2005,4
University of Pennsylvania,Master,Biostatistics,2005,4
University of Pennsylvania,Doctorate,Statistics,2005,4
University of Pennsylvania,Doctorate,Biostatistics,2005,4
University of Pittsburgh,Doctorate,Biostatistics,2005,4
University of Southern California,Master,Statistics,2005,4
University of Utah,Master,Biostatistics,2005,4
Worcester Polytechnic Institute,Master,Statistics,2005,4
Wright State University,Master,Statistics,2005,4
Yale University,Master,Biostatistics,2005,4
American University,Master,Statistics,2005,3
American University,Doctorate,Statistics,2005,3
Auburn University,Master,Statistics,2005,3
Carnegie Mellon University,Doctorate,Statistics,2005,3
Case Western Reserve University,Doctorate,Statistics,2005,3
Duke University,Doctorate,Statistics,2005,3
Emory University,Doctorate,Biostatistics,2005,3
Florida State University,Master,Statistics,2005,3
Florida State University,Doctorate,Statistics,2005,3
Harvard University,Doctorate,Statistics,2005,3
Michigan State University,Doctorate,Statistics,2005,3
Montana State University,Master,Statistics,2005,3
New Mexico State University,Master,Statistics,2005,3
Ohio State University,Doctorate,Statistics,2005,3
Ohio State University,Doctorate,Biostatistics,2005,3
Portland State University,Master,Statistics,2005,3
Sam Houston State University,Master,Statistics,2005,3
Southern Methodist University,Master,Statistics,2005,3
"University of California, Berkeley",Doctorate,Biostatistics,2005,3
University of Illinois at Urbana-Champaign,Doctorate,Statistics,2005,3
University of Michigan,Doctorate,Statistics,2005,3
University of Minnesota,Doctorate,Biostatistics,2005,3
University of New Mexico,Doctorate,Statistics,2005,3
University of North Carolina at Chapel Hill,Doctorate,Statistics,2005,3
University of Pittsburgh,Master,Statistics,2005,3
University of Rhode Island,Master,Statistics,2005,3
University of South Carolina,Doctorate,Statistics,2005,3
University of South Carolina,Doctorate,Biostatistics,2005,3
University of Texas at El Paso,Master,Statistics,2005,3
